"","iso3c","country","region","income","year","population","overall_score","data_use_score","data_services_score","data_products_score","data_sources_score","data_infrastructure_score"
"2260","IND","India","South Asia","Lower middle income",2013,1291132063,NA,50,NA,57.0625,NA,NA
"2261","IDN","Indonesia","East Asia & Pacific","Upper middle income",2013,253275918,NA,60,NA,71.125,NA,NA
"2262","IRN","Iran, Islamic Rep.","Middle East & North Africa","Upper middle income",2013,78458928,NA,60,NA,66.99375,NA,NA
"2263","IRQ","Iraq","Middle East & North Africa","Upper middle income",2013,35481800,NA,40,NA,62.34375,NA,NA
"2264","IRL","Ireland","Europe & Central Asia","High income",2013,4623816,NA,60,NA,46.575,NA,NA
"2265","IMN","Isle of Man","Europe & Central Asia","High income",2013,84144,NA,10,NA,8.18125,NA,NA
"2266","ISR","Israel","Middle East & North Africa","High income",2013,8059500,NA,60,NA,40.9375,NA,NA
"2267","ITA","Italy","Europe & Central Asia","High income",2013,60233948,NA,60,NA,61.4,NA,NA
"2268","JAM","Jamaica","Latin America & Caribbean","Upper middle income",2013,2773129,NA,40,NA,64.28125,NA,NA
"2269","JPN","Japan","East Asia & Pacific","High income",2013,127445000,NA,60,NA,58.75,NA,NA
"2270","JOR","Jordan","Middle East & North Africa","Lower middle income",2013,7694814,NA,60,NA,68.875,NA,NA
"2271","KAZ","Kazakhstan","Europe & Central Asia","Upper middle income",2013,17035551,NA,60,NA,70.0875,NA,NA
"2272","KEN","Kenya","Sub-Saharan Africa","Lower middle income",2013,44792368,NA,30,NA,61.7875,NA,NA
"2273","KIR","Kiribati","East Asia & Pacific","Lower middle income",2013,113311,NA,30,NA,36.0375,NA,NA
"2274","PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",2013,25001819,NA,0,NA,36.1125,NA,NA
"2275","KOR","Korea, Rep.","East Asia & Pacific","High income",2013,50428893,NA,60,NA,63.425,NA,NA
"2276","XKX","Kosovo","Europe & Central Asia","Upper middle income",2013,1818117,NA,20,NA,NA,NA,NA
"2277","KWT","Kuwait","Middle East & North Africa","High income",2013,3646518,NA,30,NA,51.2125,NA,NA
"2278","KGZ","Kyrgyz Republic","Europe & Central Asia","Lower middle income",2013,5719600,NA,60,NA,70.53125,NA,NA
"2279","LAO","Lao PDR","East Asia & Pacific","Lower middle income",2013,6600742,NA,40,NA,64.275,NA,NA
"2280","LVA","Latvia","Europe & Central Asia","High income",2013,2012647,NA,60,NA,46.59375,NA,NA
"2281","LBN","Lebanon","Middle East & North Africa","Lower middle income",2013,5678851,NA,30,NA,59.325,NA,NA
"2282","LSO","Lesotho","Sub-Saharan Africa","Lower middle income",2013,2073939,NA,40,NA,50.90625,NA,NA
"2283","LBR","Liberia","Sub-Saharan Africa","Low income",2013,4427313,NA,40,NA,52.15,NA,NA
"2284","LBY","Libya","Middle East & North Africa","Upper middle income",2013,5985221,NA,40,NA,31.89375,NA,NA
"2285","LIE","Liechtenstein","Europe & Central Asia","High income",2013,36806,NA,10,NA,20.1875,NA,NA
"2286","LTU","Lithuania","Europe & Central Asia","High income",2013,2957689,NA,60,NA,46.4125,NA,NA
"2287","LUX","Luxembourg","Europe & Central Asia","High income",2013,543360,NA,40,NA,45.53125,NA,NA
"2288","MAC","Macao SAR, China","East Asia & Pacific","High income",2013,593374,NA,20,NA,19.31875,NA,NA
"2289","MDG","Madagascar","Sub-Saharan Africa","Low income",2013,23588073,NA,60,NA,64.21875,NA,NA
"2290","MWI","Malawi","Sub-Saharan Africa","Low income",2013,16024775,NA,50,NA,64.55,NA,NA
"2291","MYS","Malaysia","East Asia & Pacific","Upper middle income",2013,30134807,NA,60,NA,65.91875,NA,NA
"2292","MDV","Maldives","South Asia","Upper middle income",2013,400728,NA,30,NA,44.53125,NA,NA
"2293","MLI","Mali","Sub-Saharan Africa","Low income",2013,17004033,NA,50,NA,64.35625,NA,NA
"2294","MLT","Malta","Middle East & North Africa","High income",2013,425967,NA,40,NA,41.40625,NA,NA
"2295","MHL","Marshall Islands","East Asia & Pacific","Upper middle income",2013,51352,NA,10,NA,32.06875,NA,NA
"2296","MRT","Mauritania","Sub-Saharan Africa","Lower middle income",2013,3742959,NA,50,NA,42.375,NA,NA
"2297","MUS","Mauritius","Sub-Saharan Africa","Upper middle income",2013,1258927,NA,50,NA,69.6375,NA,NA
"2298","MEX","Mexico","Latin America & Caribbean","Upper middle income",2013,117290686,NA,60,NA,75.3,NA,NA
"2299","FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2013,108609,NA,20,NA,42.38125,NA,NA
"2300","MDA","Moldova","Europe & Central Asia","Upper middle income",2013,2859558,NA,60,NA,55.20625,NA,NA
"2301","MCO","Monaco","Europe & Central Asia","High income",2013,35425,NA,20,NA,13.5,NA,NA
"2302","MNG","Mongolia","East Asia & Pacific","Upper middle income",2013,2845153,NA,60,NA,68.43125,NA,NA
"2303","MNE","Montenegro","Europe & Central Asia","Upper middle income",2013,621207,NA,60,NA,61.475,NA,NA
"2304","MAR","Morocco","Middle East & North Africa","Lower middle income",2013,33803527,NA,50,NA,68.36875,NA,NA
"2305","MOZ","Mozambique","Sub-Saharan Africa","Low income",2013,25251731,NA,30,NA,58.94375,NA,NA
"2306","MMR","Myanmar","East Asia & Pacific","Lower middle income",2013,50648334,NA,20,NA,57.0625,NA,NA
"2307","NAM","Namibia","Sub-Saharan Africa","Upper middle income",2013,2204510,NA,50,NA,64.96875,NA,NA
"2308","NRU","Nauru","East Asia & Pacific","High income",2013,10694,NA,30,NA,33.71875,NA,NA
"2309","NPL","Nepal","South Asia","Lower middle income",2013,27381555,NA,30,NA,67.4375,NA,NA
"2310","NLD","Netherlands","Europe & Central Asia","High income",2013,16804432,NA,60,NA,49.0125,NA,NA
"2311","NCL","New Caledonia","East Asia & Pacific","High income",2013,263650,NA,0,NA,23.5375,NA,NA
"2312","NZL","New Zealand","East Asia & Pacific","High income",2013,4442100,NA,60,NA,49.5125,NA,NA
"2313","NIC","Nicaragua","Latin America & Caribbean","Lower middle income",2013,6119379,NA,40,NA,71.225,NA,NA
"2314","NER","Niger","Sub-Saharan Africa","Low income",2013,18653199,NA,40,NA,67.01875,NA,NA
"2315","NGA","Nigeria","Sub-Saharan Africa","Lower middle income",2013,174726123,NA,50,NA,51.64375,NA,NA
"2316","MKD","North Macedonia","Europe & Central Asia","Upper middle income",2013,1922716,NA,60,NA,50.4,NA,NA
"2317","MNP","Northern Mariana Islands","East Asia & Pacific","High income",2013,52141,NA,10,NA,9.275,NA,NA
"2318","NOR","Norway","Europe & Central Asia","High income",2013,5079623,NA,60,NA,49.5375,NA,NA
"2319","OMN","Oman","Middle East & North Africa","High income",2013,3816680,NA,30,NA,48.3,NA,NA
"2320","PAK","Pakistan","South Asia","Lower middle income",2013,205337562,NA,60,NA,66.9875,NA,NA
"2321","PLW","Palau","East Asia & Pacific","High income",2013,17805,NA,0,NA,43.8625,NA,NA
"2322","PAN","Panama","Latin America & Caribbean","High income",2013,3821556,NA,60,NA,69.8375,NA,NA
"2323","PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",2013,8245627,NA,30,NA,56.325,NA,NA
"2324","PRY","Paraguay","Latin America & Caribbean","Upper middle income",2013,6005652,NA,50,NA,69.29375,NA,NA
"2325","PER","Peru","Latin America & Caribbean","Upper middle income",2013,30038809,NA,50,NA,69.4625,NA,NA
"2326","PHL","Philippines","East Asia & Pacific","Lower middle income",2013,99700107,NA,60,NA,71.91875,NA,NA
"2327","POL","Poland","Europe & Central Asia","High income",2013,38040196,NA,60,NA,52.25,NA,NA
"2328","PRT","Portugal","Europe & Central Asia","High income",2013,10457295,NA,60,NA,47.86875,NA,NA
"2329","PRI","Puerto Rico","Latin America & Caribbean","High income",2013,3593077,NA,20,NA,20,NA,NA
"2330","QAT","Qatar","Middle East & North Africa","High income",2013,2035501,NA,40,NA,39.39375,NA,NA
"2331","ROU","Romania","Europe & Central Asia","High income",2013,19983693,NA,60,NA,59.04375,NA,NA
"2332","RUS","Russian Federation","Europe & Central Asia","High income",2013,143805638,NA,60,NA,54.89375,NA,NA
"2333","RWA","Rwanda","Sub-Saharan Africa","Low income",2013,11101350,NA,40,NA,48.78125,NA,NA
"2334","WSM","Samoa","East Asia & Pacific","Lower middle income",2013,199939,NA,60,NA,57.21875,NA,NA
"2335","SMR","San Marino","Europe & Central Asia","High income",2013,33285,NA,0,NA,15.9875,NA,NA
"2336","STP","Sao Tome and Principe","Sub-Saharan Africa","Lower middle income",2013,193757,NA,20,NA,44.3,NA,NA
"2337","SAU","Saudi Arabia","Middle East & North Africa","High income",2013,31482498,NA,20,NA,33.78125,NA,NA
"2338","SEN","Senegal","Sub-Saharan Africa","Lower middle income",2013,13595566,NA,30,NA,61.84375,NA,NA
"2339","SRB","Serbia","Europe & Central Asia","Upper middle income",2013,7164132,NA,60,NA,63.275,NA,NA
"2340","SYC","Seychelles","Sub-Saharan Africa","High income",2013,89949,NA,20,NA,54.60625,NA,NA
"2341","SLE","Sierra Leone","Sub-Saharan Africa","Low income",2013,6964859,NA,30,NA,59.475,NA,NA
"2342","SGP","Singapore","East Asia & Pacific","High income",2013,5399162,NA,60,NA,35.8125,NA,NA
"2343","SXM","Sint Maarten (Dutch part)","Latin America & Caribbean","High income",2013,36607,NA,0,NA,10.04375,NA,NA
"2344","SVK","Slovak Republic","Europe & Central Asia","High income",2013,5413393,NA,60,NA,49.70625,NA,NA
"2345","SVN","Slovenia","Europe & Central Asia","High income",2013,2059953,NA,60,NA,60.98125,NA,NA
"2346","SLB","Solomon Islands","East Asia & Pacific","Lower middle income",2013,582365,NA,30,NA,52,NA,NA
"2347","SOM","Somalia","Sub-Saharan Africa","Low income",2013,12852485,NA,0,NA,31.30625,NA,NA
"2348","ZAF","South Africa","Sub-Saharan Africa","Upper middle income",2013,53873616,NA,60,NA,60.2625,NA,NA
"2349","SSD","South Sudan","Sub-Saharan Africa","Low income",2013,11106031,NA,30,NA,38.4,NA,NA
"2350","ESP","Spain","Europe & Central Asia","High income",2013,46620045,NA,60,NA,58.65,NA,NA
"2351","LKA","Sri Lanka","South Asia","Lower middle income",2013,21131756,NA,60,NA,67.30625,NA,NA
"2352","KNA","St. Kitts and Nevis","Latin America & Caribbean","High income",2013,47767,NA,0,NA,47.63125,NA,NA
"2353","LCA","St. Lucia","Latin America & Caribbean","Upper middle income",2013,173978,NA,40,NA,58.125,NA,NA
"2354","MAF","St. Martin (French part)","Latin America & Caribbean","High income",2013,35639,NA,0,NA,4.89375,NA,NA
"2355","VCT","St. Vincent and the Grenadines","Latin America & Caribbean","Upper middle income",2013,107450,NA,30,NA,52.43125,NA,NA
"2356","SDN","Sudan","Sub-Saharan Africa","Low income",2013,35990704,NA,40,NA,56.5,NA,NA
"2357","SUR","Suriname","Latin America & Caribbean","Upper middle income",2013,563947,NA,10,NA,44.61875,NA,NA
"2358","SWE","Sweden","Europe & Central Asia","High income",2013,9600379,NA,60,NA,47.6,NA,NA
"2359","CHE","Switzerland","Europe & Central Asia","High income",2013,8089346,NA,60,NA,59.01875,NA,NA
"2360","SYR","Syrian Arab Republic","Middle East & North Africa","Low income",2013,21495821,NA,50,NA,50.38125,NA,NA
"2361","TJK","Tajikistan","Europe & Central Asia","Lower middle income",2013,8136610,NA,50,NA,52.56875,NA,NA
"2362","TZA","Tanzania","Sub-Saharan Africa","Lower middle income",2013,49253643,NA,40,NA,67.39375,NA,NA
"2363","THA","Thailand","East Asia & Pacific","Upper middle income",2013,69578602,NA,60,NA,58.44375,NA,NA
"2364","TLS","Timor-Leste","East Asia & Pacific","Lower middle income",2013,1161555,NA,40,NA,55.68125,NA,NA
"2365","TGO","Togo","Sub-Saharan Africa","Low income",2013,7106229,NA,30,NA,61.6125,NA,NA
"2366","TON","Tonga","East Asia & Pacific","Upper middle income",2013,107089,NA,20,NA,52.48125,NA,NA
"2367","TTO","Trinidad and Tobago","Latin America & Caribbean","High income",2013,1440729,NA,20,NA,60.36875,NA,NA
"2368","TUN","Tunisia","Middle East & North Africa","Lower middle income",2013,11300284,NA,50,NA,64.425,NA,NA
"2369","TUR","Turkiye","Europe & Central Asia","Upper middle income",2013,76147624,NA,60,NA,69.775,NA,NA
"2370","TKM","Turkmenistan","Europe & Central Asia","Upper middle income",2013,5560095,NA,20,NA,35.0875,NA,NA
"2371","TCA","Turks and Caicos Islands","Latin America & Caribbean","High income",2013,33594,NA,20,NA,11.65625,NA,NA
"2372","TUV","Tuvalu","East Asia & Pacific","Upper middle income",2013,10918,NA,20,NA,31.49375,NA,NA
"2373","UGA","Uganda","Sub-Saharan Africa","Low income",2013,35273570,NA,60,NA,66.075,NA,NA
"2374","UKR","Ukraine","Europe & Central Asia","Upper middle income",2013,45489648,NA,50,NA,64.43125,NA,NA
"2375","ARE","United Arab Emirates","Middle East & North Africa","High income",2013,8751847,NA,40,NA,31.8375,NA,NA
"2376","GBR","United Kingdom","Europe & Central Asia","High income",2013,64128273,NA,60,NA,58.30625,NA,NA
"2377","USA","United States","North America","High income",2013,316059947,NA,60,NA,47.525,NA,NA
"2378","URY","Uruguay","Latin America & Caribbean","High income",2013,3381180,NA,60,NA,67.54375,NA,NA
"2379","UZB","Uzbekistan","Europe & Central Asia","Lower middle income",2013,30243200,NA,0,NA,45.26875,NA,NA
"2380","VUT","Vanuatu","East Asia & Pacific","Lower middle income",2013,263534,NA,30,NA,60.05,NA,NA
"2381","VEN","Venezuela, RB","Latin America & Caribbean","Not classified",2013,29838021,NA,40,NA,58.5,NA,NA
"2382","VNM","Viet Nam","East Asia & Pacific","Lower middle income",2013,90267739,NA,60,NA,66.70625,NA,NA
"2383","VIR","Virgin Islands (U.S.)","Latin America & Caribbean","High income",2013,108041,NA,0,NA,9.3375,NA,NA
"2384","PSE","West Bank and Gaza","Middle East & North Africa","Lower middle income",2013,4076708,NA,60,NA,55.03125,NA,NA
"2385","YEM","Yemen, Rep.","Middle East & North Africa","Low income",2013,26984002,NA,40,NA,59.60625,NA,NA
"2386","ZMB","Zambia","Sub-Saharan Africa","Lower middle income",2013,15234976,NA,40,NA,59.76875,NA,NA
"2387","ZWE","Zimbabwe","Sub-Saharan Africa","Lower middle income",2013,13555422,NA,30,NA,49.48125,NA,NA
"2388","AFG","Afghanistan","South Asia","Low income",2012,30466479,NA,30,NA,49.16875,NA,NA
"2389","ALB","Albania","Europe & Central Asia","Upper middle income",2012,2900401,NA,60,NA,70.53125,NA,NA
"2390","DZA","Algeria","Middle East & North Africa","Upper middle income",2012,37260563,NA,40,NA,53.10625,NA,NA
"2391","ASM","American Samoa","East Asia & Pacific","High income",2012,53691,NA,10,NA,21.4625,NA,NA
"2392","AND","Andorra","Europe & Central Asia","High income",2012,71013,NA,40,NA,23.45625,NA,NA
"2393","AGO","Angola","Sub-Saharan Africa","Lower middle income",2012,25188292,NA,40,NA,68.15,NA,NA
"2394","ATG","Antigua and Barbuda","Latin America & Caribbean","High income",2012,87674,NA,0,NA,55.6,NA,NA
"2395","ARG","Argentina","Latin America & Caribbean","Upper middle income",2012,41733271,NA,60,NA,76.4,NA,NA
"2396","ARM","Armenia","Europe & Central Asia","Upper middle income",2012,2914421,NA,60,NA,63.68125,NA,NA
"2397","ABW","Aruba","Latin America & Caribbean","High income",2012,102112,NA,20,NA,18.15,NA,NA
"2398","AUS","Australia","East Asia & Pacific","High income",2012,22733465,NA,60,NA,64.3375,NA,NA
"2399","AUT","Austria","Europe & Central Asia","High income",2012,8429991,NA,60,NA,63.2125,NA,NA
"2400","AZE","Azerbaijan","Europe & Central Asia","Upper middle income",2012,9295784,NA,40,NA,60.5,NA,NA
"2401","BHS","Bahamas, The","Latin America & Caribbean","High income",2012,382061,NA,40,NA,35.5375,NA,NA
"2402","BHR","Bahrain","Middle East & North Africa","High income",2012,1224939,NA,30,NA,37.4375,NA,NA
"2403","BGD","Bangladesh","South Asia","Lower middle income",2012,152090649,NA,50,NA,62.34375,NA,NA
"2404","BRB","Barbados","Latin America & Caribbean","High income",2012,276197,NA,40,NA,62.6875,NA,NA
"2405","BLR","Belarus","Europe & Central Asia","Upper middle income",2012,9446836,NA,50,NA,53.0875,NA,NA
"2406","BEL","Belgium","Europe & Central Asia","High income",2012,11106932,NA,60,NA,53.21875,NA,NA
"2407","BLZ","Belize","Latin America & Caribbean","Upper middle income",2012,337059,NA,40,NA,63.68125,NA,NA
"2408","BEN","Benin","Sub-Saharan Africa","Lower middle income",2012,10014078,NA,30,NA,55.1125,NA,NA
"2409","BMU","Bermuda","North America","High income",2012,64798,NA,20,NA,17.6125,NA,NA
"2410","BTN","Bhutan","South Asia","Lower middle income",2012,721145,NA,60,NA,69.4,NA,NA
"2411","BOL","Bolivia","Latin America & Caribbean","Lower middle income",2012,10569697,NA,60,NA,75.34375,NA,NA
"2412","BIH","Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2012,3674374,NA,60,NA,58.20625,NA,NA
"2413","BWA","Botswana","Sub-Saharan Africa","Upper middle income",2012,2175425,NA,40,NA,58.05625,NA,NA
"2414","BRA","Brazil","Latin America & Caribbean","Upper middle income",2012,199977707,NA,50,NA,79.74375,NA,NA
"2415","VGB","British Virgin Islands","Latin America & Caribbean","High income",2012,28421,NA,0,NA,15.25625,NA,NA
"2416","BRN","Brunei Darussalam","East Asia & Pacific","High income",2012,406634,NA,20,NA,35.8,NA,NA
"2417","BGR","Bulgaria","Europe & Central Asia","High income",2012,7305888,NA,60,NA,64.1875,NA,NA
"2418","BFA","Burkina Faso","Sub-Saharan Africa","Low income",2012,17113732,NA,20,NA,68.9125,NA,NA
"2419","BDI","Burundi","Sub-Saharan Africa","Low income",2012,9795479,NA,30,NA,48.65625,NA,NA
"2420","CPV","Cabo Verde","Sub-Saharan Africa","Lower middle income",2012,533864,NA,40,NA,61.8375,NA,NA
"2421","KHM","Cambodia","East Asia & Pacific","Lower middle income",2012,14786640,NA,30,NA,67.9125,NA,NA
"2422","CMR","Cameroon","Sub-Saharan Africa","Lower middle income",2012,21032684,NA,40,NA,63.575,NA,NA
"2423","CAN","Canada","North America","High income",2012,34713395,NA,60,NA,51.34375,NA,NA
"2424","CYM","Cayman Islands","Latin America & Caribbean","High income",2012,56860,NA,20,NA,16.175,NA,NA
"2425","CAF","Central African Republic","Sub-Saharan Africa","Low income",2012,4773306,NA,0,NA,47.7625,NA,NA
"2426","TCD","Chad","Sub-Saharan Africa","Low income",2012,12754906,NA,30,NA,43.55625,NA,NA
"2427","CHI","Channel Islands","Europe & Central Asia","High income",2012,158621,NA,0,NA,NA,NA,NA
"2428","CHL","Chile","Latin America & Caribbean","High income",2012,17341771,NA,60,NA,71.53125,NA,NA
"2429","CHN","China","East Asia & Pacific","Upper middle income",2012,1354190000,NA,50,NA,53.05625,NA,NA
"2430","COL","Colombia","Latin America & Caribbean","Upper middle income",2012,45782417,NA,60,NA,76.36875,NA,NA
"2431","COM","Comoros","Sub-Saharan Africa","Lower middle income",2012,684553,NA,20,NA,56.61875,NA,NA
"2432","COD","Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2012,70997870,NA,50,NA,48.93125,NA,NA
"2433","COG","Congo, Rep.","Sub-Saharan Africa","Lower middle income",2012,4713257,NA,50,NA,51.25625,NA,NA
"2434","CRI","Costa Rica","Latin America & Caribbean","Upper middle income",2012,4736593,NA,60,NA,75.325,NA,NA
"2435","CIV","Cote d'Ivoire","Sub-Saharan Africa","Lower middle income",2012,22010712,NA,50,NA,67.5125,NA,NA
"2436","HRV","Croatia","Europe & Central Asia","High income",2012,4267558,NA,60,NA,53.4625,NA,NA
"2437","CUB","Cuba","Latin America & Caribbean","Upper middle income",2012,11309290,NA,40,NA,45.10625,NA,NA
"2438","CUW","Curacao","Latin America & Caribbean","High income",2012,152088,NA,20,NA,15.4375,NA,NA
"2439","CYP","Cyprus","Europe & Central Asia","High income",2012,1156556,NA,60,NA,55.31875,NA,NA
"2440","CZE","Czechia","Europe & Central Asia","High income",2012,10510785,NA,60,NA,53.14375,NA,NA
"2441","DNK","Denmark","Europe & Central Asia","High income",2012,5591572,NA,60,NA,49.35625,NA,NA
"2442","DJI","Djibouti","Middle East & North Africa","Lower middle income",2012,954297,NA,0,NA,52.86875,NA,NA
"2443","DMA","Dominica","Latin America & Caribbean","Upper middle income",2012,68888,NA,0,NA,51.7625,NA,NA
"2444","DOM","Dominican Republic","Latin America & Caribbean","Upper middle income",2012,10030882,NA,60,NA,54.96875,NA,NA
"2445","ECU","Ecuador","Latin America & Caribbean","Upper middle income",2012,15483883,NA,60,NA,74.13125,NA,NA
"2446","EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2012,91240376,NA,60,NA,72.18125,NA,NA
"2447","SLV","El Salvador","Latin America & Caribbean","Upper middle income",2012,6161289,NA,60,NA,73.825,NA,NA
"2448","GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2012,1193636,NA,20,NA,53.91875,NA,NA
"2449","ERI","Eritrea","Sub-Saharan Africa","Low income",2012,3252596,NA,20,NA,41.3375,NA,NA
"2450","EST","Estonia","Europe & Central Asia","High income",2012,1322696,NA,60,NA,59.575,NA,NA
"2451","SWZ","Eswatini","Sub-Saharan Africa","Lower middle income",2012,1111444,NA,30,NA,60.41875,NA,NA
"2452","ETH","Ethiopia","Sub-Saharan Africa","Low income",2012,94451280,NA,30,NA,68.19375,NA,NA
"2453","FRO","Faroe Islands","Europe & Central Asia","High income",2012,48392,NA,0,NA,9.2375,NA,NA
"2454","FJI","Fiji","East Asia & Pacific","Upper middle income",2012,911059,NA,50,NA,62.35,NA,NA
"2455","FIN","Finland","Europe & Central Asia","High income",2012,5413971,NA,60,NA,62.93125,NA,NA
"2456","FRA","France","Europe & Central Asia","High income",2012,65662240,NA,60,NA,49.13125,NA,NA
"2457","PYF","French Polynesia","East Asia & Pacific","High income",2012,286584,NA,10,NA,13.01875,NA,NA
"2458","GAB","Gabon","Sub-Saharan Africa","Upper middle income",2012,1836705,NA,40,NA,48.55625,NA,NA
"2459","GMB","Gambia, The","Sub-Saharan Africa","Low income",2012,2061014,NA,40,NA,60.025,NA,NA
"2460","GEO","Georgia","Europe & Central Asia","Upper middle income",2012,3728874,NA,50,NA,55.675,NA,NA
"2461","DEU","Germany","Europe & Central Asia","High income",2012,80425823,NA,60,NA,50.43125,NA,NA
"2462","GHA","Ghana","Sub-Saharan Africa","Lower middle income",2012,26858762,NA,40,NA,69.2625,NA,NA
"2463","GIB","Gibraltar","Europe & Central Asia","High income",2012,32160,NA,0,NA,9.025,NA,NA
"2464","GRC","Greece","Europe & Central Asia","High income",2012,11045011,NA,60,NA,50.29375,NA,NA
"2465","GRL","Greenland","Europe & Central Asia","High income",2012,56810,NA,10,NA,10.6125,NA,NA
"2466","GRD","Grenada","Latin America & Caribbean","Upper middle income",2012,115912,NA,0,NA,55.13125,NA,NA
"2467","GUM","Guam","East Asia & Pacific","High income",2012,166392,NA,20,NA,13.15625,NA,NA
"2468","GTM","Guatemala","Latin America & Caribbean","Upper middle income",2012,14781942,NA,40,NA,66.175,NA,NA
"2469","GIN","Guinea","Sub-Saharan Africa","Lower middle income",2012,10788692,NA,40,NA,44.03125,NA,NA
"2470","GNB","Guinea-Bissau","Sub-Saharan Africa","Low income",2012,1652717,NA,20,NA,41.275,NA,NA
"2471","GUY","Guyana","Latin America & Caribbean","High income",2012,743966,NA,20,NA,61.775,NA,NA
"2472","HTI","Haiti","Latin America & Caribbean","Lower middle income",2012,10108539,NA,60,NA,48.25,NA,NA
"2473","HND","Honduras","Latin America & Caribbean","Lower middle income",2012,8792367,NA,50,NA,73.7625,NA,NA
"2474","HKG","Hong Kong SAR, China","East Asia & Pacific","High income",2012,7150100,NA,20,NA,25.38125,NA,NA
"2475","HUN","Hungary","Europe & Central Asia","High income",2012,9920362,NA,60,NA,48.24375,NA,NA
"2476","ISL","Iceland","Europe & Central Asia","High income",2012,320716,NA,40,NA,47.8875,NA,NA
"2477","IND","India","South Asia","Lower middle income",2012,1274487215,NA,50,NA,58.80625,NA,NA
"2478","IDN","Indonesia","East Asia & Pacific","Upper middle income",2012,250222695,NA,60,NA,71.19375,NA,NA
"2479","IRN","Iran, Islamic Rep.","Middle East & North Africa","Upper middle income",2012,77324451,NA,60,NA,66.725,NA,NA
"2480","IRQ","Iraq","Middle East & North Africa","Upper middle income",2012,33864447,NA,40,NA,63.2625,NA,NA
"2481","IRL","Ireland","Europe & Central Asia","High income",2012,4599533,NA,60,NA,47.875,NA,NA
"2482","IMN","Isle of Man","Europe & Central Asia","High income",2012,84338,NA,10,NA,8.18125,NA,NA
"2483","ISR","Israel","Middle East & North Africa","High income",2012,7910500,NA,60,NA,40.3125,NA,NA
"2484","ITA","Italy","Europe & Central Asia","High income",2012,59539717,NA,60,NA,61.2875,NA,NA
"2485","JAM","Jamaica","Latin America & Caribbean","Upper middle income",2012,2759817,NA,40,NA,64.9875,NA,NA
"2486","JPN","Japan","East Asia & Pacific","High income",2012,127629000,NA,60,NA,58.375,NA,NA
"2487","JOR","Jordan","Middle East & North Africa","Lower middle income",2012,7211863,NA,60,NA,69.28125,NA,NA
"2488","KAZ","Kazakhstan","Europe & Central Asia","Upper middle income",2012,16792090,NA,60,NA,71.11875,NA,NA
"2489","KEN","Kenya","Sub-Saharan Africa","Lower middle income",2012,43725806,NA,30,NA,63.00625,NA,NA
"2490","KIR","Kiribati","East Asia & Pacific","Lower middle income",2012,111618,NA,30,NA,39.9625,NA,NA
"2491","PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",2012,24887770,NA,0,NA,37.51875,NA,NA
"2492","KOR","Korea, Rep.","East Asia & Pacific","High income",2012,50199853,NA,60,NA,63.20625,NA,NA
"2493","XKX","Kosovo","Europe & Central Asia","Upper middle income",2012,1807106,NA,20,NA,NA,NA,NA
"2494","KWT","Kuwait","Middle East & North Africa","High income",2012,3394663,NA,30,NA,52.55,NA,NA
"2495","KGZ","Kyrgyz Republic","Europe & Central Asia","Lower middle income",2012,5607200,NA,60,NA,71.78125,NA,NA
"2496","LAO","Lao PDR","East Asia & Pacific","Lower middle income",2012,6508803,NA,40,NA,65.10625,NA,NA
"2497","LVA","Latvia","Europe & Central Asia","High income",2012,2034319,NA,60,NA,47.01875,NA,NA
"2498","LBN","Lebanon","Middle East & North Africa","Lower middle income",2012,5178337,NA,30,NA,59.4625,NA,NA
"2499","LSO","Lesotho","Sub-Saharan Africa","Lower middle income",2012,2054718,NA,40,NA,52.1625,NA,NA
"2500","LBR","Liberia","Sub-Saharan Africa","Low income",2012,4331740,NA,40,NA,48.58125,NA,NA
"2501","LBY","Libya","Middle East & North Africa","Upper middle income",2012,5869870,NA,40,NA,32.7,NA,NA
"2502","LIE","Liechtenstein","Europe & Central Asia","High income",2012,36505,NA,10,NA,20.81875,NA,NA
"2503","LTU","Lithuania","Europe & Central Asia","High income",2012,2987773,NA,60,NA,46.75,NA,NA
"2504","LUX","Luxembourg","Europe & Central Asia","High income",2012,530946,NA,40,NA,44.5125,NA,NA
"2505","MAC","Macao SAR, China","East Asia & Pacific","High income",2012,582766,NA,20,NA,19.31875,NA,NA
"2506","MDG","Madagascar","Sub-Saharan Africa","Low income",2012,22966240,NA,60,NA,66.14375,NA,NA
"2507","MWI","Malawi","Sub-Saharan Africa","Low income",2012,15581251,NA,40,NA,62.70625,NA,NA
"2508","MYS","Malaysia","East Asia & Pacific","Upper middle income",2012,29660212,NA,60,NA,66.3125,NA,NA
"2509","MDV","Maldives","South Asia","Upper middle income",2012,387539,NA,30,NA,56.76875,NA,NA
"2510","MLI","Mali","Sub-Saharan Africa","Low income",2012,16514687,NA,50,NA,64.84375,NA,NA
"2511","MLT","Malta","Middle East & North Africa","High income",2012,420028,NA,60,NA,42.1875,NA,NA
